,index,Cube Name,Cubecon Type,cardID,addedTmsp,details_name,details_full_name,details_artist,details_rarity,details_color_identity,details_colors,details_set,details_released_at,details_cmc,details_parsed_cost,details_type,details_elo,details_popularity,details_cubeCount,details_loyalty,details_power,details_toughness
92,92,Regular Cube,Pre-Accepted,ccbc2f22-4500-4c74-a1a2-51d8238c1d16,1572901810853,Firefist Striker,Firefist Striker [gtc-90],Tyler Jacobson,uncommon,['R'],['R'],gtc,2013-02-01,2,"['r', '1']",Creature — Human Soldier,1185.4999999999977,0.8956594962872234,1287,,2,1
93,93,Regular Cube,Pre-Accepted,58db2f81-6ff5-402c-8aef-0b667e82cdc4,1572901810853,Monastery Swiftspear,Monastery Swiftspear [ima-140],Steve Argyle,uncommon,['R'],['R'],ima,2017-11-17,1,['r'],Creature — Human Monk,1409.1000000006384,20.80546721134641,29896,,1,2
94,94,Regular Cube,Pre-Accepted,a55c4d47-5252-40af-961d-c08bc688028a,1572901810854,Goblin Engineer,Goblin Engineer [mh1-128],Jehan Choo,rare,['R'],['R'],mh1,2019-06-14,2,"['r', '1']",Creature — Goblin Artificer,1241.499999999851,5.593870265079023,8038,,1,2
95,95,Regular Cube,Pre-Accepted,4c257487-5494-4251-9e93-43bd9cc6558f,1572901810854,Feldon of the Third Path,Feldon of the Third Path [c19-141],Chase Stone,mythic,['R'],['R'],c19,2019-08-23,3,"['r', 'r', '1']",Legendary Creature — Human Artificer,1222.7000000001194,6.35521563332939,9132,,2,3
96,96,Regular Cube,Pre-Accepted,fc8282aa-5347-44c7-8397-609aed82bc8c,1572901810854,Fiery Temper,Fiery Temper [c19-142],Johannes Voss,common,['R'],['R'],c19,2019-08-23,3,"['r', 'r', '1']",Instant,1312.0000000003238,6.239691564655202,8966,,,
97,97,Regular Cube,Pre-Accepted,7ed62dc1-4e78-423c-b9d3-def3b7e95c71,1572901810854,Guttersnipe,Guttersnipe [c19-145],Mathias Kollros,uncommon,['R'],['R'],c19,2019-08-23,3,"['r', '2']",Creature — Goblin Shaman,1298.7999999996835,12.71669461977967,18273,,2,2
98,98,Regular Cube,Pre-Accepted,084b7337-c06f-4cbf-8fc0-0b20c221f1dc,1572901810859,Lightning Strike,Lightning Strike [m19-152],Adam Paquette,uncommon,['R'],['R'],m19,2018-07-13,2,"['r', '1']",Instant,1424.1000000014014,15.636809030363343,22469,,,
99,99,Regular Cube,Pre-Accepted,c9cac6a6-ded0-47cb-88d2-8838db9cc6b2,1572901810860,Thermo-Alchemist,Thermo-Alchemist [uma-151],Raymond Swanland,common,['R'],['R'],uma,2018-12-07,2,"['r', '1']",Creature — Human Shaman,1280.9000000000476,7.472876201345925,10738,,0,3
100,100,Regular Cube,Pre-Accepted,b4f4726e-036c-40c1-ba03-d1bb0275c4c6,1572901810860,Magma Jet,Magma Jet [ddl-22],Justin Sweet,uncommon,['R'],['R'],ddl,2013-09-06,2,"['r', '1']",Instant,1332.7000000005435,11.246198492619682,16160,,,
101,101,Regular Cube,Pre-Accepted,35c7c392-6782-40c8-bb24-6aad24f14660,1572901810860,Arc Lightning,Arc Lightning [ktk-97],Seb McKinnon,uncommon,['R'],['R'],ktk,2014-09-26,3,"['r', '2']",Sorcery,1300.0999999998223,5.804040558691098,8340,,,
102,102,Regular Cube,Pre-Accepted,cb7a2770-9a20-4f52-aac4-24502f50e374,1572901810860,Abbot of Keral Keep,Abbot of Keral Keep [ori-127],Deruchenko Alexander,rare,['R'],['R'],ori,2015-07-17,2,"['r', '1']",Creature — Human Monk,1273.6000000000026,8.892569575414251,12778,,2,1
103,103,Regular Cube,Pre-Accepted,deed0a5a-6662-460c-bd78-e3d95e8bc83e,1572901810860,Mogg War Marshal,Mogg War Marshal [ema-139],Jesper Ejsing,common,['R'],['R'],ema,2016-06-10,2,"['r', '1']",Creature — Goblin Warrior,1291.400000000039,8.532078806900824,12260,,1,1
104,104,Regular Cube,Pre-Accepted,d5222448-95d1-4b63-ab76-d5060febcf38,1572901810861,Charging Monstrosaur,Charging Monstrosaur [xln-138],Zack Stella,uncommon,['R'],['R'],xln,2017-09-29,5,"['r', '4']",Creature — Dinosaur,1276.300000000138,3.981404800512203,5721,,5,5
105,105,Regular Cube,Pre-Accepted,dd5db68c-24d5-44ce-9809-e446f26fac5d,1572901810861,Ahn-Crop Crasher,Ahn-Crop Crasher [akh-117],Seb McKinnon,uncommon,['R'],['R'],akh,2017-04-28,3,"['r', '2']",Creature — Minotaur Warrior,1364.3000000001132,5.19023195284391,7458,,3,2
106,106,Regular Cube,Pre-Accepted,f6135cf4-50c2-4e44-b9b0-96e1187a2200,1572901810861,Lava Coil,Lava Coil [grn-108],Wesley Burt,uncommon,['R'],['R'],grn,2018-10-05,2,"['r', '1']",Sorcery,1365.0000000000891,4.906293278030245,7050,,,
107,107,Regular Cube,Pre-Accepted,86ecaedc-08f1-4de7-aae8-056df57940e0,1572901810862,Goblin Cratermaker,Goblin Cratermaker [grn-103],Svetlin Velinov,uncommon,['R'],['R'],grn,2018-10-05,2,"['r', '1']",Creature — Goblin Warrior,1313.5000000002356,10.569060427439053,15187,,2,2
108,108,Regular Cube,Pre-Accepted,57306188-9fe7-4bc8-9759-4f8f23e598d3,1572901810862,Dreadhorde Arcanist,Dreadhorde Arcanist [pwar-125p],G-host Lee,rare,['R'],['R'],pwar,2019-05-03,2,"['r', '1']",Creature — Zombie Wizard,1394.6000000002937,7.856332597969281,11289,,1,3
109,109,Regular Cube,Pre-Accepted,ab5c7400-6307-4c51-88b8-9c0232110714,1572901810863,Kari Zev's Expertise,Kari Zev's Expertise [aer-88],Jason Rainville,rare,['R'],['R'],aer,2017-01-20,3,"['r', 'r', '1']",Sorcery,1263.0000000000193,1.8755262956441858,2695,,,
110,110,Regular Cube,Pre-Accepted,94db1674-d72b-4c1f-b436-490e5363bee7,1572901810865,Magmatic Sinkhole,Magmatic Sinkhole [mh1-135],Mark Behm,common,['R'],['R'],mh1,2019-06-14,6,"['r', '5']",Instant,1283.3999999999053,3.1316765604448373,4500,,,
111,111,Regular Cube,Pre-Accepted,4fa3c0d8-0a3e-43b0-b81e-a3d22ce6a4b2,1572901810865,Fists of Flame,Fists of Flame [mh1-123],Steve Argyle,common,['R'],['R'],mh1,2019-06-14,2,"['r', '1']",Instant,1231.2000000000971,1.8205479738052655,2616,,,
112,112,Regular Cube,Pre-Accepted,91551f85-4630-43a0-af72-8332d2ff0752,1572901810866,Spellgorger Weird,Spellgorger Weird [war-145],James Paick,common,['R'],['R'],war,2019-05-03,3,"['r', '2']",Creature — Weird,1238.9999999999357,3.9855803692594627,5727,,2,2
113,113,Regular Cube,Pre-Accepted,dd91a194-6043-4c2d-afc8-427c38996ef4,1572901810866,Borrowed Hostility,Borrowed Hostility [emn-121],Volkan Baǵa,common,['R'],['R'],emn,2016-07-22,1,['r'],Instant,1188.8999999999953,0.5574384277591811,801,,,
114,114,Regular Cube,Pre-Accepted,feb81f44-8f22-4d28-a452-a50bef69a3e3,1572901810866,Bogardan Dragonheart,Bogardan Dragonheart [mh1-120],Randy Vargas,common,['R'],['R'],mh1,2019-06-14,3,"['r', '2']",Creature — Human Shaman,1204.2999999998356,2.4830715483704844,3568,,2,2
115,115,Regular Cube,Pre-Accepted,8fde462c-8146-4688-a78d-113fc4d42851,1572901810867,Volt Charge,Volt Charge [ddl-68],Jana Schirmer & Johannes Voss,common,['R'],['R'],ddl,2013-09-06,3,"['r', '2']",Instant,1265.5999999999717,1.7091994738783378,2456,,,
116,116,Regular Cube,Pre-Accepted,7db219ea-2ed1-4a86-955c-d61ecedbc019,1572901810867,Heartfire,Heartfire [war-131],Craig J Spearing,common,['R'],['R'],war,2019-05-03,2,"['r', '1']",Instant,1220.2000000000626,2.49907789523498,3591,,,
117,117,Regular Cube,Pre-Accepted,1c482f51-9222-4e9e-a9fd-bb14a0afe156,1572901810867,Chandra's Pyrohelix,Chandra's Pyrohelix [war-120],Aleksi Briclot,common,['R'],['R'],war,2019-05-03,2,"['r', '1']",Instant,1294.7000000000146,1.2798118210351235,1839,,,
118,118,Regular Cube,Pre-Accepted,3c866bdb-ff94-4f3f-8429-e72c2cbb94ef,1572901810867,Shock,Shock [m20-160],Jason Rainville,common,['R'],['R'],m20,2019-07-12,1,['r'],Instant,1356.6000000003628,9.701933984258106,13941,,,
119,119,Regular Cube,Pre-Accepted,0e4b97a3-8f6f-461e-aa55-ab752752f539,1572901810867,Reckless Rage,Reckless Rage [rix-110],Slawomir Maniak,uncommon,['R'],['R'],rix,2018-01-19,1,['r'],Instant,1253.6999999999769,0.8949635681626802,1286,,,
120,120,Regular Cube,Pre-Accepted,f022c0c3-6331-47be-b07f-9768930afd3a,1572901810868,Hero of Leina Tower,Hero of Leina Tower [bng-123],Aaron Miller,rare,['G'],['G'],bng,2014-02-07,1,['g'],Creature — Human Warrior,1197.6999999999975,0.7877906369830124,1132,,1,1
121,121,Regular Cube,Pre-Accepted,a0e8491f-9c51-41c0-994e-d3f0f5f6a411,1572901810868,Saddled Rimestag,Saddled Rimestag [mh1-177],Winona Nelson,uncommon,['G'],['G'],mh1,2019-06-14,2,"['g', '1']",Snow Creature — Elk,1271.5000000000023,1.0724252399212209,1541,,2,2
122,122,Regular Cube,Pre-Accepted,8a4d8527-af29-408d-a3a3-6781db0cf439,1572901810868,Rancor,Rancor [a25-186],Kev Walker,uncommon,['G'],['G'],a25,2018-03-16,1,['g'],Enchantment — Aura,1278.599999999835,14.784993005922349,21245,,,
123,123,Regular Cube,Pre-Accepted,f6d3c086-9ce4-41c3-8402-2818f1b27192,1572901810868,Kraul Harpooner,Kraul Harpooner [grn-136],Kev Walker,uncommon,['G'],['G'],grn,2018-10-05,2,"['g', '1']",Creature — Insect Warrior,1186.099999999891,4.014113422365738,5768,,3,2
124,124,Regular Cube,Pre-Accepted,9321d75e-6ae8-48ff-876d-4efa50d1b1c6,1572901810869,Experiment One,Experiment One [gk2-111],Chase Stone,uncommon,['G'],['G'],gk2,2019-02-15,1,['g'],Creature — Human Ooze,1267.099999999882,8.127048638416625,11678,,1,1
125,125,Regular Cube,Pre-Accepted,9a8b1fea-3c5d-43d2-b4d2-e8938f3f7b9c,1572901810869,"Syr Faren, the Hengehammer","Syr Faren, the Hengehammer [eld-177]",Chris Rallis,uncommon,['G'],['G'],eld,2019-10-04,2,"['g', 'g']",Legendary Creature — Human Knight,1156.699999999958,1.873438511270556,2692,,2,2
126,126,Regular Cube,Pre-Accepted,bee125cb-12b9-4f78-8e1d-6018d9c52275,1572901810870,Pelt Collector,Pelt Collector [grn-141],Zoltan Boros,rare,['G'],['G'],grn,2018-10-05,1,['g'],Creature — Elf Warrior,1225.999999999709,6.512495389476175,9358,,1,1
127,127,Regular Cube,Pre-Accepted,8683a978-1bef-4b01-9361-56b1fc157d26,1572901810870,Courser of Kruphix,Courser of Kruphix [a25-164],Eric Deschamps,rare,['G'],['G'],a25,2018-03-16,3,"['g', 'g', '1']",Enchantment Creature — Centaur,1391.1000000018382,14.070970750140926,20219,,2,4
128,128,Regular Cube,Pre-Accepted,0eee981e-5d26-4810-90e1-432f3c3107f2,1572901810872,Reclamation Sage,Reclamation Sage [c18-159],Christopher Moeller,uncommon,['G'],['G'],c18,2018-08-09,3,"['g', '2']",Creature — Elf Shaman,1262.1999999993923,20.24524507108906,29091,,2,1
129,129,Regular Cube,Pre-Accepted,84127b83-e75a-4f12-92ca-46f50bb89699,1572901810872,Hungering Hydra,Hungering Hydra [m19-189],Daarken,rare,['G'],['G'],m19,2018-07-13,1,"['g', 'x']",Creature — Hydra,1213.499999999992,0.9638604524924665,1385,,0,0
130,130,Regular Cube,Pre-Accepted,30171803-1e7b-430b-a0de-2dfd2f1115ac,1572901810873,Dryad Greenseeker,Dryad Greenseeker [m19-178],Greg Opalinski,uncommon,['G'],['G'],m19,2018-07-13,2,"['g', '1']",Creature — Dryad,1251.1999999999373,1.7947986331971635,2579,,1,3
131,131,Regular Cube,Pre-Accepted,9fe5c719-f20d-4469-9750-fb689d5f3fc8,1572901810873,Jadelight Ranger,Jadelight Ranger [rix-136],Jason Rainville,rare,['G'],['G'],rix,2018-01-19,3,"['g', 'g', '1']",Creature — Merfolk Scout Ranger,1296.8000000001325,5.70313098063232,8195,,2,1
132,132,Regular Cube,Pre-Accepted,7d46c4db-e12e-4c79-a17f-2166ed78e9bc,1572901810873,Waker of the Wilds,Waker of the Wilds [xln-215],Shreya Shetty,rare,['G'],['G'],xln,2017-09-29,4,"['g', 'g', '2']",Creature — Merfolk Shaman,1203.9999999999868,0.5282094465283625,759,,3,3
133,133,Regular Cube,Pre-Accepted,4d1d8aa1-d742-477c-819a-0113912d5011,1572901810873,Band Together,Band Together [war-153],Josh Hass,common,['G'],['G'],war,2019-05-03,3,"['g', '2']",Instant,1131.4999999999086,2.1504179048387884,3090,,,
134,134,Regular Cube,Pre-Accepted,b034a95d-4f51-4f04-94c2-dad073ea0f35,1572901810873,Embodiment of Insight,Embodiment of Insight [ogw-131],Marco Nelor,uncommon,['G'],['G'],ogw,2016-01-22,5,"['g', '4']",Creature — Elemental,1137.6999999999969,0.807972552594768,1161,,4,4
135,135,Regular Cube,Pre-Accepted,46475e1b-f49f-4880-accd-1a5e4b119198,1572901810873,Sylvan Advocate,Sylvan Advocate [ddu-23],Volkan Baǵa,rare,['G'],['G'],ddu,2018-04-06,2,"['g', '1']",Creature — Elf Druid Ally,1222.7999999999306,2.7934554919167947,4014,,2,3
136,136,Regular Cube,Pre-Accepted,6391ba8b-7d9a-4077-8eeb-1b2ced14d973,1572901810874,Krosan Tusker,Krosan Tusker [mh1-169],Kev Walker,common,['G'],['G'],mh1,2019-06-14,7,"['g', 'g', '5']",Creature — Boar Beast,1285.799999999792,6.386532398933838,9177,,6,5
137,137,Regular Cube,Pre-Accepted,9e91efc6-0e6a-4a9e-a486-adf53e53d3f1,1572901810874,Ranging Raptors,Ranging Raptors [xln-201],Simon Dominic,uncommon,['G'],['G'],xln,2017-09-29,3,"['g', '2']",Creature — Dinosaur,1254.5000000000084,1.0362369774449696,1489,,2,3
138,138,Regular Cube,Pre-Accepted,d53104d8-5b9a-45b6-a2f9-b2c5d231a03d,1572901810874,Undergrowth Champion,Undergrowth Champion [bfz-197],Tyler Jacobson,mythic,['G'],['G'],bfz,2015-10-02,3,"['g', 'g', '1']",Creature — Elemental,1210.3999999999676,1.3848969678411613,1990,,2,2
139,139,Regular Cube,Pre-Accepted,6914d43c-bc5a-47c5-a01c-59ddb1ee8eca,1572901810875,Squirrel Nest,Squirrel Nest [mh1-182],Daniel Ljunggren,uncommon,['G'],['G'],mh1,2019-06-14,3,"['g', 'g', '1']",Enchantment — Aura,1194.8999999999696,2.872095369990187,4127,,,
140,140,Regular Cube,Pre-Accepted,b7367813-8be3-44a2-9a75-5f4e48cf34b1,1572901810875,Thrashing Brontodon,Thrashing Brontodon [m20-197],Jakub Kasper,uncommon,['G'],['G'],m20,2019-07-12,3,"['g', 'g', '1']",Creature — Dinosaur,1199.1999999996442,8.294767316431559,11919,,3,4
141,141,Regular Cube,Pre-Accepted,4e5d9776-b6ce-4ad6-8acc-69115ba5de76,1572901810875,Winding Way,Winding Way [mh1-193],Adam Paquette,common,['G'],['G'],mh1,2019-06-14,2,"['g', '1']",Sorcery,1183.4999999996435,5.647456730668856,8115,,,
142,142,Regular Cube,Pre-Accepted,39c431d7-d94b-46c4-bb89-f3db56214ab4,1572901810876,Elvish Reclaimer,Elvish Reclaimer [m20-169],Victor Adame Minguez,rare,['G'],['G'],m20,2019-07-12,1,['g'],Creature — Elf Warrior,1291.9000000003068,5.540283799489189,7961,,1,2
143,143,Regular Cube,Pre-Accepted,250f5303-428a-478c-9bd5-2410f7fcc4dd,1572901810876,Woodland Champion,Woodland Champion [m20-205],Randy Vargas,uncommon,['G'],['G'],m20,2019-07-12,2,"['g', '1']",Creature — Elf Scout,1186.8999999998894,2.3146569422310064,3326,,2,2
144,144,Regular Cube,Pre-Accepted,4b0f478c-54f8-4087-ad52-d089e2049dda,1572901810876,Pollenbright Druid,Pollenbright Druid [war-173],Matt Stewart,common,['G'],['G'],war,2019-05-03,2,"['g', '1']",Creature — Elf Druid,1139.5999999998387,3.8916300724461177,5592,,1,1
145,145,Regular Cube,Pre-Accepted,180773da-dadc-414a-92c6-f4e13c753718,1572901810876,Voyaging Satyr,Voyaging Satyr [cn2-195],Tyler Jacobson,common,['G'],['G'],cn2,2016-08-26,2,"['g', '1']",Creature — Satyr Druid,1250.1999999999246,1.85743216440606,2669,,1,2
146,146,Regular Cube,Pre-Accepted,9ffb676d-54b7-4d30-9c84-ff9b48030705,1572901810876,Hope Tender,Hope Tender [hou-119],Magali Villeneuve,uncommon,['G'],['G'],hou,2017-07-14,2,"['g', '1']",Creature — Human Druid,1263.8999999999987,0.3994627434878526,574,,2,2
147,147,Regular Cube,Pre-Accepted,5c026c39-b09c-408a-844f-fb5eb785862a,1572901810876,Blossoming Defense,Blossoming Defense [kld-146],Anastasia Ovchinnikova,uncommon,['G'],['G'],kld,2016-09-30,1,['g'],Instant,1185.3999999997313,4.322409581538419,6211,,,
148,148,Regular Cube,Pre-Accepted,c3bbf567-bdb4-4f88-906c-eb1503c02d9f,1572901810876,Earl of Squirrel,Earl of Squirrel [ust-108],Milivoj Ćeran,rare,['G'],['G'],ust,2017-12-08,6,"['g', 'g', '4']",Creature — Squirrel Noble Advisor,1270.8999999999953,1.5881079802078042,2282,,4,4
149,149,Regular Cube,Pre-Accepted,22ecead7-58b3-4e34-8f7d-b095abee7f24,1572901810876,"Yeva, Nature's Herald","Yeva, Nature's Herald [ddu-27]",Eric Deschamps,rare,['G'],['G'],ddu,2018-04-06,4,"['g', 'g', '2']",Legendary Creature — Elf Shaman,1208.1999999999407,1.9075389893731776,2741,,4,4
150,150,Regular Cube,Pre-Accepted,674070e3-6efe-45e4-aff6-e4a49ec2106e,1572901810877,"Raff Capashen, Ship's Mage","Raff Capashen, Ship's Mage [dom-202]",John Stanko,uncommon,"['U', 'W']","['U', 'W']",dom,2018-04-27,4,"['u', 'w', '2']",Legendary Creature — Human Wizard,1165.7000000000587,2.4294850827806505,3491,,3,3
151,151,Regular Cube,Pre-Accepted,018a66fc-e7aa-42df-a622-50743cb20183,1572901810877,"Noyan Dar, Roil Shaper","Noyan Dar, Roil Shaper [bfz-216]",Karl Kopinski,rare,"['U', 'W']","['U', 'W']",bfz,2015-10-02,5,"['u', 'w', '3']",Legendary Creature — Merfolk Ally,1203.9000000000028,0.796141774477532,1144,,4,4
152,152,Regular Cube,Pre-Accepted,ea23111b-ccc1-4d5c-a9d2-9db14c728820,1572901810877,Soulherder,Soulherder [mh1-214],Seb McKinnon,uncommon,"['U', 'W']","['U', 'W']",mh1,2019-06-14,3,"['u', 'w', '1']",Creature — Spirit,1278.200000000432,13.097367303904853,18820,,1,1
153,153,Regular Cube,Pre-Accepted,0070651d-79aa-4ea6-b703-6ecd3528b548,1572901810877,Warrant // Warden,Warrant // Warden [rna-230],Matt Stewart,rare,"['U', 'W']","['U', 'W']",rna,2019-01-25,7,"['u', 'w', '3', 'split', 'w-u', 'w-u']",Instant,1127.7999999999136,0.29089795605909824,418,,,
154,154,Regular Cube,Pre-Accepted,ab0ba4ef-9e82-4177-a80f-8fa6f6a5bd60,1572901810877,Depose // Deploy,Depose // Deploy [rna-225],Sara Winters,uncommon,"['U', 'W']","['U', 'W']",rna,2019-01-25,6,"['u', 'w', '2', 'split', 'w-u', '1']",Instant,1212.4999999999943,0.3688419060079475,530,,,
155,155,Regular Cube,Pre-Accepted,fe3b32dc-f7e6-455c-b9d1-c7f8d6259179,1572901810881,Farm // Market,Farm // Market [c19-192],Victor Adame Minguez,uncommon,"['U', 'W']","['U', 'W']",c19,2019-08-23,6,"['u', '2', 'split', 'w', '2']",Instant,1209.000000000033,0.22617664047657157,325,,,
156,156,Regular Cube,Pre-Accepted,9473fe01-83f6-4432-ab01-f7953d2ca904,1572901810888,Reflector Mage,Reflector Mage [ogw-157],Willian Murai,uncommon,"['U', 'W']","['U', 'W']",ogw,2016-01-22,3,"['u', 'w', '1']",Creature — Human Wizard,1307.3000000004406,9.623990034309257,13829,,2,3
157,157,Regular Cube,Pre-Accepted,7f7c9b54-0b40-4007-8d24-bc3945be319f,1572901810888,Baleful Strix,Baleful Strix [sld-94],Allen Douglas,rare,"['B', 'U']","['B', 'U']",sld,2020-06-05,2,"['b', 'u']",Artifact Creature — Bird,1421.100000001244,17.089211026285206,24556,,1,1
158,158,Regular Cube,Pre-Accepted,ace631d1-897a-417e-8628-0170713f03d3,1572901810889,Discovery // Dispersal,Discovery // Dispersal [grn-223],Mark Behm,uncommon,"['B', 'U']","['B', 'U']",grn,2018-10-05,7,"['b', 'u', '3', 'split', 'u-b', '1']",Sorcery,1160.299999999829,0.6806177058033447,978,,,
159,159,Regular Cube,Pre-Accepted,7fb66ccd-a930-4757-832c-c4b0259741e2,1572901810889,Soul Diviner,Soul Diviner [war-218],Randy Vargas,rare,"['B', 'U']","['B', 'U']",war,2019-05-03,2,"['b', 'u']",Creature — Zombie Wizard,1210.7000000000123,0.8949635681626802,1286,,2,3
160,160,Regular Cube,Pre-Accepted,b5873efa-d573-4435-81ad-48df2ca5c7f2,1572901810889,Bedeck // Bedazzle,Bedeck // Bedazzle [rna-221],Randy Vargas,rare,"['B', 'R']","['B', 'R']",rna,2019-01-25,8,"['r', 'b', '4', 'split', 'b-r', 'b-r']",Instant,1185.2999999999665,0.16771867801493462,241,,,
161,161,Regular Cube,Pre-Accepted,07cc6971-e9e2-4a0c-a752-c0f53ec939c4,1572901810890,Burning-Tree Emissary,Burning-Tree Emissary [gk2-88],Izzy,uncommon,"['G', 'R']","['G', 'R']",gk2,2019-02-15,2,"['r-g', 'r-g']",Creature — Human Shaman,1280.7000000003954,7.4923621888331375,10766,,2,2
162,162,Regular Cube,Pre-Accepted,d27ff523-0ff3-480d-ae95-ff5e04483e40,1572901810890,"Mina and Denn, Wildborn","Mina and Denn, Wildborn [ogw-156]",Izzy,rare,"['G', 'R']","['G', 'R']",ogw,2016-01-22,4,"['g', 'r', '2']",Legendary Creature — Elf Ally,1160.2999999999292,2.964653810554446,4260,,4,4
163,163,Regular Cube,Pre-Accepted,b0dcae59-e9be-45a8-8ed8-5b47309bb716,1572901810890,Domri's Ambush,Domri's Ambush [war-192],Victor Adame Minguez,uncommon,"['G', 'R']","['G', 'R']",war,2019-05-03,2,"['g', 'r']",Sorcery,1126.6999999999712,2.772577648180496,3984,,,
164,164,Regular Cube,Pre-Accepted,9bd15da6-2b86-4dba-951d-318c7d9a5dde,1572901810890,Collision // Colossus,Collision // Colossus [rna-223],Jason Rainville,uncommon,"['G', 'R']","['G', 'R']",rna,2019-01-25,4,"['g', 'r', 'split', 'r-g', '1']",Instant,1100.5000000000111,0.35631519976616816,512,,,
165,165,Regular Cube,Pre-Accepted,2eefd8c1-96ce-4d7a-8aaf-29c35d634dda,1572901810890,Thrash // Threat,Thrash // Threat [rna-229],Winona Nelson,rare,"['G', 'R']","['G', 'R']",rna,2019-01-25,6,"['g', 'r', '2', 'split', 'r-g', 'r-g']",Instant,1185.6999999999798,0.3430925653998455,493,,,
166,166,Regular Cube,Pre-Accepted,205df311-a72d-40f1-b2ea-9b30274bc9bd,1572901810891,Knight of the Reliquary,Knight of the Reliquary [ima-203],Michael Komarck,rare,"['G', 'W']","['G', 'W']",ima,2017-11-17,3,"['w', 'g', '1']",Creature — Human Knight,1257.1000000003623,7.520895241939413,10807,,2,2
167,167,Regular Cube,Pre-Accepted,9a17cbf6-3f38-4bc6-8448-881e19cffe06,1572901810891,Nature's Chant,Nature's Chant [mh1-210],Raoul Vitale,common,"['G', 'W']","['G', 'W']",mh1,2019-06-14,2,"['g-w', '1']",Instant,1222.5999999998212,2.5811974139310894,3709,,,
168,168,Regular Cube,Pre-Accepted,41b930ee-e16b-4612-87de-c03ecc6ff6db,1572901810892,"Emmara, Soul of the Accord","Emmara, Soul of the Accord [grn-168]",Mark Winters,rare,"['G', 'W']","['G', 'W']",grn,2018-10-05,2,"['w', 'g']",Legendary Creature — Elf Cleric,1142.8000000000611,2.9194184824591316,4195,,2,2
169,169,Regular Cube,Pre-Accepted,ba9c7a2e-99c6-4498-a8ed-9171cd9373e0,1572901810892,Tidehollow Sculler,Tidehollow Sculler [md1-2],rk post,uncommon,"['B', 'W']","['B', 'W']",md1,2014-05-30,2,"['b', 'w']",Artifact Creature — Zombie,1186.000000000362,8.300334741427905,11927,,2,2
170,170,Regular Cube,Pre-Accepted,bcf1288a-8e2c-4a69-afcf-af293f66d007,1572901810892,Lingering Souls,Lingering Souls [mm3-12],John Stanko,uncommon,"['B', 'W']",['W'],mm3,2017-03-17,3,"['w', '2']",Sorcery,1319.6999999989146,17.661263944659794,25378,,,
171,171,Regular Cube,Pre-Accepted,cfbcf6e7-d7cf-4103-85b3-8d9d104587e1,1572901810892,Corpse Knight,Corpse Knight [m20-206†],Karl Kopinski,uncommon,"['B', 'W']","['B', 'W']",m20,2019-07-12,2,"['b', 'w']",Creature — Zombie Knight,1197.499999999891,4.060740606710139,5835,,2,2
172,172,Regular Cube,Pre-Accepted,73cf8c6b-1322-4bc5-a604-6e372607fae4,1572901810893,"Jhoira, Weatherlight Captain","Jhoira, Weatherlight Captain [dom-197]",Brad Rigney,mythic,"['R', 'U']","['R', 'U']",dom,2018-04-27,4,"['r', 'u', '2']",Legendary Creature — Human Artificer,1294.3999999999833,3.062779676115051,4401,,3,3
